Name,Traits,Free Hours
Davida,Detail-Oriented[3];Reliable[3];Tech-Savvy[2];Procrastinator[-3];Resistant to Change[-2],11
Addie,Collaborative[2];Tech-Savvy[2];Detail-Oriented[3];Procrastinator[-3];Overly Competitive[-1],27
Sandye,Flexible[2];Detail-Oriented[3];Problem-Solver[3];Narrow-Minded[-2];Stubborn[-1],1
Danella,Strategic[3];Innovative[2];Supportive[2];Impulsive[-1];Aloof[-1],4
Brigid,Detail-Oriented[3];Diplomatic[2];Communicative[2];Indecisive[-2];Aloof[-1],24
Jackie,Leadership[4];Supportive[2];Detail-Oriented[3];Unempathetic[-2];Overbearing[-1],36
Olenka,Flexible[2];Analytical[3];Detail-Oriented[3];Resistant to Change[-2];Overbearing[-1],4
Star,Analytical[3];Supportive[2];Communicative[2];Moody[-1];Pessimistic[-1],36
Hortense,Problem-Solver[3];Detail-Oriented[3];Mediator[2];Moody[-1];Impatient[-1],18
Gillie,Analytical[3];Supportive[2];Strategic[3];Rigid[-2];Easily Distracted[-1],5
Kim,Time-Manager[3];Reliable[3];Resourceful[2];Rigid[-2];Passive[-1],26
Matilde,Supportive[2];Detail-Oriented[3];Diplomatic[2];Resistant to Change[-2];Micromanaging[-2],5
Amelia,Flexible[2];Supportive[2];Mediator[2];Aloof[-1];Overbearing[-1],11
Garnet,Leadership[4];Strategic[3];Communicative[2];Pessimistic[-1];Aloof[-1],8
Martha,Supportive[2];Mediator[2];Creative Thinker[2];Impulsive[-1];Indecisive[-2],21
Myrna,Leadership[4];Supportive[2];Organized[2];Passive[-1];Conflict-Averse[-2],32
Filippa,Logical[3];Supportive[2];Problem-Solver[3];Overly Critical[-2];Stubborn[-1],6
Tamera,Detail-Oriented[3];Creative Thinker[2];Problem-Solver[3];Non-communicative[-2];Overly Competitive[-1],1
Chrystel,Resourceful[2];Problem-Solver[3];Strategic[3];Pessimistic[-1];Non-communicative[-2],19
Kelila,Strategic[3];Time-Manager[3];Flexible[2];Impatient[-1];Procrastinator[-3],1
Gael,Mediator[2];Collaborative[2];Flexible[2];Skeptical[-1];Dismissive[-2],29
Aviva,Logical[3];Collaborative[2];Diplomatic[2];Dismissive[-2];Micromanaging[-2],3
Mallorie,Reliable[3];Organized[2];Logical[3];Perfectionist (to a fault)[-1];Aloof[-1],26
Amandi,Organized[2];Detail-Oriented[3];Problem-Solver[3];Overbearing[-1];Intolerant[-2],6
Margareta,Logical[3];Flexible[2];Leadership[4];Indecisive[-2];Overly Competitive[-1],2
Stafani,Collaborative[2];Communicative[2];Strategic[3];Indecisive[-2];Overly Competitive[-1],11
Kristel,Creative Thinker[2];Tech-Savvy[2];Leadership[4];Rigid[-2];Dismissive[-2],24
Michelle,Analytical[3];Reliable[3];Logical[3];Skeptical[-1];Non-communicative[-2],14
Dorella,Supportive[2];Tech-Savvy[2];Strategic[3];Impulsive[-1];Narrow-Minded[-2],36
Alysa,Innovative[2];Resourceful[2];Supportive[2];Moody[-1];Skeptical[-1],33
Tessa,Analytical[3];Reliable[3];Strategic[3];Aloof[-1];Defensive[-1],30
Fanni,Creative Thinker[2];Innovative[2];Logical[3];Procrastinator[-3];Overly Competitive[-1],20
Giovanna,Time-Manager[3];Analytical[3];Empathetic[3];Indecisive[-2];Rigid[-2],5
Teena,Collaborative[2];Supportive[2];Innovative[2];Moody[-1];Intolerant[-2],28
Gipsy,Strategic[3];Logical[3];Creative Thinker[2];Indecisive[-2];Impulsive[-1],39
Alyssa,Flexible[2];Resourceful[2];Organized[2];Intolerant[-2];Impulsive[-1],0
Livvyy,Flexible[2];Supportive[2];Leadership[4];Skeptical[-1];Aloof[-1],9
Evvy,Reliable[3];Mediator[2];Collaborative[2];Skeptical[-1];Uncooperative[-2],0
Jenny,Mediator[2];Time-Manager[3];Diplomatic[2];Resistant to Change[-2];Easily Distracted[-1],20
Alicea,Time-Manager[3];Logical[3];Leadership[4];Aloof[-1];Skeptical[-1],31
Julissa,Tech-Savvy[2];Creative Thinker[2];Supportive[2];Rigid[-2];Unreliable[-3],15
Mariam,Empathetic[3];Collaborative[2];Supportive[2];Unempathetic[-2];Non-communicative[-2],40
Rivi,Analytical[3];Logical[3];Mediator[2];Defensive[-1];Impatient[-1],26
Anetta,Communicative[2];Empathetic[3];Mediator[2];Passive[-1];Impatient[-1],13
Katti,Logical[3];Mediator[2];Collaborative[2];Impulsive[-1];Perfectionist (to a fault)[-1],32
Kellina,Strategic[3];Empathetic[3];Collaborative[2];Non-communicative[-2];Overbearing[-1],22
Cathleen,Reliable[3];Supportive[2];Problem-Solver[3];Overly Competitive[-1];Dismissive[-2],23
Shelli,Communicative[2];Empathetic[3];Mediator[2];Overly Critical[-2];Moody[-1],39
Kristy,Time-Manager[3];Analytical[3];Communicative[2];Pessimistic[-1];Impatient[-1],26
Noami,Tech-Savvy[2];Creative Thinker[2];Collaborative[2];Impatient[-1];Rigid[-2],14
Dasi,Resourceful[2];Innovative[2];Mediator[2];Pessimistic[-1];Defensive[-1],16
Ranee,Diplomatic[2];Strategic[3];Tech-Savvy[2];Defensive[-1];Unreliable[-3],28
Hedwig,Communicative[2];Leadership[4];Logical[3];Aloof[-1];Micromanaging[-2],4
Corina,Collaborative[2];Communicative[2];Empathetic[3];Resistant to Change[-2];Dismissive[-2],18
Tressa,Empathetic[3];Time-Manager[3];Organized[2];Conflict-Averse[-2];Resistant to Change[-2],17
Corilla,Flexible[2];Problem-Solver[3];Reliable[3];Non-communicative[-2];Unempathetic[-2],1
Heather,Mediator[2];Collaborative[2];Logical[3];Narrow-Minded[-2];Micromanaging[-2],8
Keely,Mediator[2];Innovative[2];Supportive[2];Overbearing[-1];Aloof[-1],0
Shirl,Diplomatic[2];Detail-Oriented[3];Innovative[2];Easily Distracted[-1];Unreliable[-3],9
Teresina,Strategic[3];Reliable[3];Empathetic[3];Stubborn[-1];Pessimistic[-1],20
Orsola,Strategic[3];Detail-Oriented[3];Empathetic[3];Easily Distracted[-1];Resistant to Change[-2],3
Evey,Strategic[3];Time-Manager[3];Creative Thinker[2];Procrastinator[-3];Pessimistic[-1],2
Harri,Reliable[3];Innovative[2];Collaborative[2];Rigid[-2];Non-communicative[-2],40
Corabel,Flexible[2];Organized[2];Creative Thinker[2];Impatient[-1];Narrow-Minded[-2],15
Angelique,Diplomatic[2];Collaborative[2];Supportive[2];Moody[-1];Resistant to Change[-2],36
Liuka,Leadership[4];Strategic[3];Time-Manager[3];Moody[-1];Skeptical[-1],24
Dacy,Time-Manager[3];Strategic[3];Creative Thinker[2];Resistant to Change[-2];Impulsive[-1],31
Constance,Organized[2];Reliable[3];Diplomatic[2];Unreliable[-3];Aloof[-1],32
Meade,Supportive[2];Detail-Oriented[3];Mediator[2];Pessimistic[-1];Intolerant[-2],31
Saundra,Tech-Savvy[2];Leadership[4];Mediator[2];Dismissive[-2];Impulsive[-1],16
Tate,Organized[2];Communicative[2];Empathetic[3];Unreliable[-3];Overbearing[-1],16
Kial,Time-Manager[3];Tech-Savvy[2];Strategic[3];Impatient[-1];Uncooperative[-2],8
Philomena,Problem-Solver[3];Logical[3];Tech-Savvy[2];Overbearing[-1];Impatient[-1],7
Sharyl,Logical[3];Innovative[2];Supportive[2];Impulsive[-1];Intolerant[-2],7
Anthia,Analytical[3];Communicative[2];Tech-Savvy[2];Skeptical[-1];Uncooperative[-2],8
Therese,Leadership[4];Communicative[2];Tech-Savvy[2];Easily Distracted[-1];Narrow-Minded[-2],34
Dee Dee,Detail-Oriented[3];Resourceful[2];Tech-Savvy[2];Uncooperative[-2];Overbearing[-1],39
Shelley,Tech-Savvy[2];Diplomatic[2];Resourceful[2];Dismissive[-2];Resistant to Change[-2],22
Cathrine,Logical[3];Time-Manager[3];Diplomatic[2];Non-communicative[-2];Aloof[-1],1
Frankie,Innovative[2];Logical[3];Resourceful[2];Impatient[-1];Overly Competitive[-1],5
Verna,Communicative[2];Diplomatic[2];Analytical[3];Resistant to Change[-2];Stubborn[-1],27
Mignon,Tech-Savvy[2];Organized[2];Leadership[4];Easily Distracted[-1];Skeptical[-1],17
Tansy,Flexible[2];Organized[2];Tech-Savvy[2];Stubborn[-1];Dismissive[-2],40
Roselin,Logical[3];Mediator[2];Creative Thinker[2];Non-communicative[-2];Unempathetic[-2],37
Alli,Reliable[3];Mediator[2];Resourceful[2];Aloof[-1];Stubborn[-1],19
Doti,Collaborative[2];Leadership[4];Diplomatic[2];Intolerant[-2];Rigid[-2],13
Ertha,Communicative[2];Supportive[2];Diplomatic[2];Uncooperative[-2];Easily Distracted[-1],6
Nari,Organized[2];Diplomatic[2];Time-Manager[3];Rigid[-2];Moody[-1],23
Jerrine,Leadership[4];Logical[3];Mediator[2];Unempathetic[-2];Impatient[-1],10
Zsa Zsa,Reliable[3];Supportive[2];Strategic[3];Indecisive[-2];Aloof[-1],31
Allina,Time-Manager[3];Mediator[2];Problem-Solver[3];Passive[-1];Easily Distracted[-1],18
Wenda,Time-Manager[3];Organized[2];Resourceful[2];Intolerant[-2];Unreliable[-3],35
Madalyn,Problem-Solver[3];Collaborative[2];Communicative[2];Uncooperative[-2];Pessimistic[-1],4
Rochella,Resourceful[2];Logical[3];Empathetic[3];Indecisive[-2];Conflict-Averse[-2],11
Rozamond,Empathetic[3];Collaborative[2];Time-Manager[3];Overly Critical[-2];Pessimistic[-1],11
Gwenni,Collaborative[2];Innovative[2];Analytical[3];Dismissive[-2];Overly Critical[-2],8
Ludovika,Creative Thinker[2];Strategic[3];Diplomatic[2];Impulsive[-1];Defensive[-1],3
Tamma,Flexible[2];Time-Manager[3];Supportive[2];Pessimistic[-1];Dismissive[-2],30
Faunie,Time-Manager[3];Problem-Solver[3];Diplomatic[2];Pessimistic[-1];Skeptical[-1],31
Barbara,Time-Manager[3];Strategic[3];Resourceful[2];Stubborn[-1];Passive[-1],2
Buffy,Reliable[3];Detail-Oriented[3];Flexible[2];Impulsive[-1];Stubborn[-1],39
Phillida,Diplomatic[2];Logical[3];Organized[2];Defensive[-1];Uncooperative[-2],36
Chrissy,Mediator[2];Innovative[2];Organized[2];Uncooperative[-2];Moody[-1],20
Raye,Time-Manager[3];Problem-Solver[3];Resourceful[2];Moody[-1];Skeptical[-1],19
Sharona,Problem-Solver[3];Creative Thinker[2];Communicative[2];Overbearing[-1];Micromanaging[-2],28
Jeanie,Detail-Oriented[3];Empathetic[3];Communicative[2];Overly Competitive[-1];Impatient[-1],22
Harlie,Collaborative[2];Tech-Savvy[2];Leadership[4];Skeptical[-1];Easily Distracted[-1],10
Tuesday,Communicative[2];Logical[3];Diplomatic[2];Rigid[-2];Perfectionist (to a fault)[-1],34
Bev,Creative Thinker[2];Strategic[3];Innovative[2];Micromanaging[-2];Overly Competitive[-1],39
Carissa,Mediator[2];Empathetic[3];Leadership[4];Uncooperative[-2];Pessimistic[-1],2
Etta,Collaborative[2];Flexible[2];Strategic[3];Uncooperative[-2];Impulsive[-1],6
Clari,Time-Manager[3];Diplomatic[2];Collaborative[2];Dismissive[-2];Rigid[-2],11
Demetria,Flexible[2];Collaborative[2];Diplomatic[2];Overly Critical[-2];Passive[-1],1
Katy,Empathetic[3];Leadership[4];Mediator[2];Narrow-Minded[-2];Perfectionist (to a fault)[-1],18
Brett,Reliable[3];Time-Manager[3];Organized[2];Overly Critical[-2];Conflict-Averse[-2],10
Zaneta,Collaborative[2];Detail-Oriented[3];Time-Manager[3];Micromanaging[-2];Unempathetic[-2],32
Ilysa,Analytical[3];Resourceful[2];Time-Manager[3];Easily Distracted[-1];Intolerant[-2],25
Dennie,Innovative[2];Leadership[4];Creative Thinker[2];Intolerant[-2];Non-communicative[-2],32
Eula,Reliable[3];Creative Thinker[2];Tech-Savvy[2];Unreliable[-3];Pessimistic[-1],5
Averyl,Strategic[3];Detail-Oriented[3];Collaborative[2];Passive[-1];Defensive[-1],28
Cristabel,Strategic[3];Innovative[2];Problem-Solver[3];Stubborn[-1];Dismissive[-2],22
Robbyn,Creative Thinker[2];Leadership[4];Time-Manager[3];Perfectionist (to a fault)[-1];Passive[-1],18
Donni,Problem-Solver[3];Detail-Oriented[3];Analytical[3];Unreliable[-3];Intolerant[-2],26
Isabelle,Organized[2];Resourceful[2];Innovative[2];Resistant to Change[-2];Moody[-1],24
Debbi,Logical[3];Reliable[3];Empathetic[3];Impatient[-1];Conflict-Averse[-2],12
Milly,Creative Thinker[2];Organized[2];Problem-Solver[3];Stubborn[-1];Pessimistic[-1],14
Korella,Empathetic[3];Organized[2];Resourceful[2];Impulsive[-1];Aloof[-1],19
Terra,Mediator[2];Logical[3];Leadership[4];Narrow-Minded[-2];Defensive[-1],2
Blythe,Mediator[2];Empathetic[3];Analytical[3];Passive[-1];Rigid[-2],35
Caril,Organized[2];Collaborative[2];Supportive[2];Intolerant[-2];Aloof[-1],33
Julietta,Detail-Oriented[3];Reliable[3];Empathetic[3];Unempathetic[-2];Resistant to Change[-2],17
Marnia,Collaborative[2];Communicative[2];Strategic[3];Indecisive[-2];Passive[-1],16
Vevay,Collaborative[2];Creative Thinker[2];Organized[2];Perfectionist (to a fault)[-1];Easily Distracted[-1],10
Lida,Resourceful[2];Communicative[2];Detail-Oriented[3];Resistant to Change[-2];Skeptical[-1],2
Dorie,Creative Thinker[2];Strategic[3];Flexible[2];Overly Competitive[-1];Aloof[-1],32
Floris,Collaborative[2];Organized[2];Supportive[2];Perfectionist (to a fault)[-1];Stubborn[-1],29
Violet,Communicative[2];Collaborative[2];Resourceful[2];Skeptical[-1];Dismissive[-2],17
Mercedes,Strategic[3];Innovative[2];Diplomatic[2];Dismissive[-2];Indecisive[-2],21
Ardyth,Creative Thinker[2];Leadership[4];Organized[2];Stubborn[-1];Easily Distracted[-1],10
Rosy,Innovative[2];Collaborative[2];Time-Manager[3];Stubborn[-1];Uncooperative[-2],36
Mari,Collaborative[2];Flexible[2];Detail-Oriented[3];Conflict-Averse[-2];Narrow-Minded[-2],5
Daron,Creative Thinker[2];Innovative[2];Collaborative[2];Unreliable[-3];Stubborn[-1],21
Amelina,Logical[3];Flexible[2];Leadership[4];Overly Competitive[-1];Dismissive[-2],30
Bunnie,Leadership[4];Resourceful[2];Tech-Savvy[2];Intolerant[-2];Uncooperative[-2],36
Madelon,Leadership[4];Strategic[3];Creative Thinker[2];Pessimistic[-1];Moody[-1],32
Kaylyn,Innovative[2];Resourceful[2];Organized[2];Easily Distracted[-1];Procrastinator[-3],0
Jana,Mediator[2];Tech-Savvy[2];Logical[3];Aloof[-1];Moody[-1],3
Fay,Logical[3];Collaborative[2];Strategic[3];Overly Competitive[-1];Aloof[-1],40
Mildred,Leadership[4];Diplomatic[2];Time-Manager[3];Procrastinator[-3];Passive[-1],10
Eachelle,Creative Thinker[2];Time-Manager[3];Problem-Solver[3];Impulsive[-1];Unempathetic[-2],38
Elnora,Flexible[2];Supportive[2];Resourceful[2];Stubborn[-1];Dismissive[-2],25
Suzann,Empathetic[3];Time-Manager[3];Organized[2];Impulsive[-1];Uncooperative[-2],8
Rickie,Reliable[3];Leadership[4];Supportive[2];Impulsive[-1];Stubborn[-1],14
Shalne,Communicative[2];Collaborative[2];Reliable[3];Narrow-Minded[-2];Moody[-1],23
Emmye,Logical[3];Resourceful[2];Time-Manager[3];Unempathetic[-2];Overly Critical[-2],7
Loreen,Logical[3];Problem-Solver[3];Mediator[2];Indecisive[-2];Resistant to Change[-2],6
Brooke,Detail-Oriented[3];Logical[3];Problem-Solver[3];Perfectionist (to a fault)[-1];Pessimistic[-1],26
Greer,Reliable[3];Mediator[2];Innovative[2];Pessimistic[-1];Procrastinator[-3],8
Willamina,Logical[3];Innovative[2];Supportive[2];Skeptical[-1];Resistant to Change[-2],30
Eleanora,Strategic[3];Logical[3];Analytical[3];Impatient[-1];Conflict-Averse[-2],38
Staci,Strategic[3];Leadership[4];Empathetic[3];Non-communicative[-2];Intolerant[-2],3
Marcellina,Reliable[3];Creative Thinker[2];Supportive[2];Micromanaging[-2];Narrow-Minded[-2],14
Helene,Supportive[2];Tech-Savvy[2];Resourceful[2];Resistant to Change[-2];Skeptical[-1],29
Tonye,Reliable[3];Leadership[4];Creative Thinker[2];Conflict-Averse[-2];Skeptical[-1],31
Brenn,Diplomatic[2];Creative Thinker[2];Supportive[2];Easily Distracted[-1];Procrastinator[-3],30
Candra,Time-Manager[3];Tech-Savvy[2];Mediator[2];Impatient[-1];Procrastinator[-3],17
Miguela,Mediator[2];Strategic[3];Collaborative[2];Rigid[-2];Unreliable[-3],32
Joceline,Collaborative[2];Diplomatic[2];Analytical[3];Defensive[-1];Conflict-Averse[-2],37
Rosanne,Empathetic[3];Organized[2];Logical[3];Uncooperative[-2];Resistant to Change[-2],8
Lilia,Tech-Savvy[2];Mediator[2];Supportive[2];Impulsive[-1];Easily Distracted[-1],1
Aindrea,Time-Manager[3];Tech-Savvy[2];Problem-Solver[3];Skeptical[-1];Impatient[-1],25
Natka,Resourceful[2];Detail-Oriented[3];Supportive[2];Unempathetic[-2];Skeptical[-1],34
Tabatha,Strategic[3];Organized[2];Problem-Solver[3];Aloof[-1];Non-communicative[-2],22
Vivien,Tech-Savvy[2];Mediator[2];Time-Manager[3];Unempathetic[-2];Overly Critical[-2],39
Imelda,Leadership[4];Resourceful[2];Supportive[2];Unempathetic[-2];Overbearing[-1],10
Nicky,Diplomatic[2];Creative Thinker[2];Detail-Oriented[3];Impatient[-1];Procrastinator[-3],36
Tory,Flexible[2];Communicative[2];Collaborative[2];Impatient[-1];Resistant to Change[-2],5
Leonanie,Detail-Oriented[3];Resourceful[2];Tech-Savvy[2];Unreliable[-3];Intolerant[-2],4
Delilah,Mediator[2];Empathetic[3];Communicative[2];Aloof[-1];Non-communicative[-2],38
Marquita,Diplomatic[2];Supportive[2];Empathetic[3];Skeptical[-1];Stubborn[-1],28
Kat,Problem-Solver[3];Resourceful[2];Organized[2];Procrastinator[-3];Aloof[-1],25
Marline,Leadership[4];Innovative[2];Mediator[2];Dismissive[-2];Impulsive[-1],36
Ulrika,Leadership[4];Diplomatic[2];Analytical[3];Skeptical[-1];Micromanaging[-2],0
Jojo,Innovative[2];Problem-Solver[3];Strategic[3];Overbearing[-1];Unreliable[-3],20
Rosabella,Communicative[2];Leadership[4];Organized[2];Unreliable[-3];Rigid[-2],34
Ailis,Analytical[3];Leadership[4];Communicative[2];Uncooperative[-2];Rigid[-2],34
Lianne,Empathetic[3];Resourceful[2];Innovative[2];Overly Competitive[-1];Conflict-Averse[-2],33
Bettina,Resourceful[2];Creative Thinker[2];Mediator[2];Unempathetic[-2];Non-communicative[-2],40
Danny,Logical[3];Collaborative[2];Detail-Oriented[3];Conflict-Averse[-2];Uncooperative[-2],27
Jolynn,Detail-Oriented[3];Time-Manager[3];Collaborative[2];Overly Critical[-2];Moody[-1],10
Anny,Supportive[2];Logical[3];Communicative[2];Resistant to Change[-2];Impulsive[-1],17
Katrina,Logical[3];Strategic[3];Leadership[4];Impulsive[-1];Indecisive[-2],39
Shel,Tech-Savvy[2];Leadership[4];Strategic[3];Impatient[-1];Defensive[-1],20
Ailina,Communicative[2];Time-Manager[3];Flexible[2];Unreliable[-3];Overly Competitive[-1],30
Lilly,Logical[3];Creative Thinker[2];Detail-Oriented[3];Stubborn[-1];Perfectionist (to a fault)[-1],7
Corinna,Leadership[4];Flexible[2];Detail-Oriented[3];Procrastinator[-3];Rigid[-2],36
Carilyn,Analytical[3];Leadership[4];Resourceful[2];Overly Competitive[-1];Intolerant[-2],1
Pamella,Reliable[3];Analytical[3];Time-Manager[3];Non-communicative[-2];Unempathetic[-2],36
Lorelei,Detail-Oriented[3];Leadership[4];Logical[3];Unempathetic[-2];Passive[-1],15
Nesta,Organized[2];Collaborative[2];Creative Thinker[2];Stubborn[-1];Perfectionist (to a fault)[-1],21
Susana,Creative Thinker[2];Supportive[2];Detail-Oriented[3];Overly Critical[-2];Pessimistic[-1],26
Faunie,Detail-Oriented[3];Problem-Solver[3];Empathetic[3];Defensive[-1];Pessimistic[-1],33
Desiri,Strategic[3];Tech-Savvy[2];Problem-Solver[3];Impulsive[-1];Conflict-Averse[-2],35
Idaline,Supportive[2];Leadership[4];Strategic[3];Defensive[-1];Impatient[-1],38
Lilyan,Diplomatic[2];Mediator[2];Strategic[3];Procrastinator[-3];Overbearing[-1],30
Tally,Logical[3];Leadership[4];Problem-Solver[3];Uncooperative[-2];Non-communicative[-2],25
Vivianna,Time-Manager[3];Flexible[2];Innovative[2];Intolerant[-2];Resistant to Change[-2],34
Chryste,Logical[3];Innovative[2];Analytical[3];Overly Critical[-2];Rigid[-2],29
Cristen,Strategic[3];Detail-Oriented[3];Mediator[2];Uncooperative[-2];Conflict-Averse[-2],17
Jillane,Logical[3];Organized[2];Supportive[2];Pessimistic[-1];Micromanaging[-2],10
Tabbie,Supportive[2];Empathetic[3];Logical[3];Narrow-Minded[-2];Moody[-1],30
Tilda,Reliable[3];Leadership[4];Problem-Solver[3];Resistant to Change[-2];Skeptical[-1],30
Emilee,Analytical[3];Time-Manager[3];Organized[2];Micromanaging[-2];Skeptical[-1],39
Sidonia,Empathetic[3];Analytical[3];Creative Thinker[2];Resistant to Change[-2];Overbearing[-1],7
Ainsley,Diplomatic[2];Tech-Savvy[2];Time-Manager[3];Uncooperative[-2];Conflict-Averse[-2],22
Tabbie,Analytical[3];Organized[2];Mediator[2];Micromanaging[-2];Dismissive[-2],9
Saraann,Empathetic[3];Collaborative[2];Communicative[2];Easily Distracted[-1];Overbearing[-1],6
Guillema,Communicative[2];Tech-Savvy[2];Reliable[3];Easily Distracted[-1];Procrastinator[-3],12
Maridel,Organized[2];Flexible[2];Communicative[2];Uncooperative[-2];Overbearing[-1],15
Dorris,Flexible[2];Resourceful[2];Collaborative[2];Indecisive[-2];Intolerant[-2],13
Ula,Reliable[3];Logical[3];Empathetic[3];Conflict-Averse[-2];Unempathetic[-2],29
Viviene,Creative Thinker[2];Supportive[2];Problem-Solver[3];Micromanaging[-2];Intolerant[-2],8
Ileane,Analytical[3];Problem-Solver[3];Innovative[2];Dismissive[-2];Overly Competitive[-1],30
Farrand,Diplomatic[2];Mediator[2];Supportive[2];Micromanaging[-2];Unreliable[-3],13
Katy,Innovative[2];Diplomatic[2];Collaborative[2];Narrow-Minded[-2];Overbearing[-1],30
Roby,Resourceful[2];Empathetic[3];Time-Manager[3];Unreliable[-3];Passive[-1],9
Jerrilyn,Mediator[2];Leadership[4];Tech-Savvy[2];Impatient[-1];Overly Competitive[-1],7
Rosana,Problem-Solver[3];Supportive[2];Leadership[4];Overly Competitive[-1];Stubborn[-1],10
Daria,Supportive[2];Tech-Savvy[2];Detail-Oriented[3];Passive[-1];Non-communicative[-2],25
Cindee,Collaborative[2];Diplomatic[2];Problem-Solver[3];Skeptical[-1];Impulsive[-1],2
Dyna,Detail-Oriented[3];Mediator[2];Creative Thinker[2];Rigid[-2];Procrastinator[-3],33
Sib,Time-Manager[3];Mediator[2];Detail-Oriented[3];Intolerant[-2];Overbearing[-1],17
Juanita,Strategic[3];Resourceful[2];Creative Thinker[2];Overly Critical[-2];Stubborn[-1],8
Noella,Strategic[3];Mediator[2];Empathetic[3];Rigid[-2];Stubborn[-1],39
Steffie,Diplomatic[2];Innovative[2];Creative Thinker[2];Impatient[-1];Pessimistic[-1],22
Alysia,Mediator[2];Leadership[4];Reliable[3];Uncooperative[-2];Intolerant[-2],4
Velma,Organized[2];Reliable[3];Detail-Oriented[3];Skeptical[-1];Passive[-1],11
Sandra,Leadership[4];Problem-Solver[3];Reliable[3];Micromanaging[-2];Overbearing[-1],35
Leoline,Time-Manager[3];Creative Thinker[2];Supportive[2];Easily Distracted[-1];Rigid[-2],39
Bel,Collaborative[2];Communicative[2];Detail-Oriented[3];Uncooperative[-2];Dismissive[-2],37
Grazia,Reliable[3];Mediator[2];Innovative[2];Stubborn[-1];Indecisive[-2],22
Dion,Collaborative[2];Reliable[3];Mediator[2];Unempathetic[-2];Overbearing[-1],27
Ellene,Resourceful[2];Strategic[3];Innovative[2];Impulsive[-1];Overbearing[-1],37
Maritsa,Logical[3];Analytical[3];Leadership[4];Conflict-Averse[-2];Moody[-1],35
Nicky,Organized[2];Time-Manager[3];Collaborative[2];Passive[-1];Easily Distracted[-1],7
Milzie,Innovative[2];Analytical[3];Strategic[3];Micromanaging[-2];Unempathetic[-2],32
Chelsae,Tech-Savvy[2];Time-Manager[3];Leadership[4];Procrastinator[-3];Non-communicative[-2],12
Babara,Creative Thinker[2];Strategic[3];Resourceful[2];Moody[-1];Overbearing[-1],20
Hanni,Logical[3];Organized[2];Creative Thinker[2];Procrastinator[-3];Defensive[-1],2
Clea,Diplomatic[2];Leadership[4];Reliable[3];Pessimistic[-1];Impatient[-1],33
Celesta,Reliable[3];Flexible[2];Mediator[2];Skeptical[-1];Moody[-1],3
Amabelle,Creative Thinker[2];Diplomatic[2];Flexible[2];Conflict-Averse[-2];Micromanaging[-2],0
Adelaide,Innovative[2];Organized[2];Resourceful[2];Rigid[-2];Micromanaging[-2],2
Alida,Time-Manager[3];Reliable[3];Tech-Savvy[2];Procrastinator[-3];Micromanaging[-2],32
Cassy,Logical[3];Detail-Oriented[3];Innovative[2];Resistant to Change[-2];Uncooperative[-2],18
Maryanne,Flexible[2];Creative Thinker[2];Mediator[2];Dismissive[-2];Overly Critical[-2],10
Zandra,Leadership[4];Communicative[2];Diplomatic[2];Defensive[-1];Micromanaging[-2],13
Arda,Organized[2];Problem-Solver[3];Empathetic[3];Micromanaging[-2];Indecisive[-2],12
Flossi,Innovative[2];Logical[3];Analytical[3];Perfectionist (to a fault)[-1];Skeptical[-1],36
Moyna,Diplomatic[2];Time-Manager[3];Detail-Oriented[3];Pessimistic[-1];Overly Critical[-2],15
Rhianna,Flexible[2];Resourceful[2];Communicative[2];Moody[-1];Impatient[-1],18
Letizia,Innovative[2];Problem-Solver[3];Tech-Savvy[2];Procrastinator[-3];Easily Distracted[-1],4
Danice,Innovative[2];Collaborative[2];Flexible[2];Impatient[-1];Uncooperative[-2],24
Coleen,Tech-Savvy[2];Analytical[3];Time-Manager[3];Narrow-Minded[-2];Resistant to Change[-2],2
Cally,Communicative[2];Innovative[2];Detail-Oriented[3];Conflict-Averse[-2];Intolerant[-2],33
Theressa,Collaborative[2];Diplomatic[2];Creative Thinker[2];Perfectionist (to a fault)[-1];Passive[-1],37
Karmen,Tech-Savvy[2];Organized[2];Empathetic[3];Overly Competitive[-1];Stubborn[-1],10
Anna-Diane,Supportive[2];Mediator[2];Resourceful[2];Easily Distracted[-1];Unreliable[-3],9
Felicity,Time-Manager[3];Collaborative[2];Creative Thinker[2];Easily Distracted[-1];Skeptical[-1],19
Berni,Flexible[2];Collaborative[2];Creative Thinker[2];Dismissive[-2];Uncooperative[-2],20
Rosanna,Logical[3];Innovative[2];Strategic[3];Indecisive[-2];Impulsive[-1],2
Sonni,Empathetic[3];Organized[2];Resourceful[2];Procrastinator[-3];Skeptical[-1],26
Patience,Leadership[4];Empathetic[3];Organized[2];Aloof[-1];Uncooperative[-2],38
Gianna,Tech-Savvy[2];Diplomatic[2];Flexible[2];Moody[-1];Defensive[-1],37
Natalina,Leadership[4];Innovative[2];Time-Manager[3];Micromanaging[-2];Non-communicative[-2],11
Harley,Reliable[3];Mediator[2];Leadership[4];Rigid[-2];Aloof[-1],16
Lurlene,Supportive[2];Mediator[2];Resourceful[2];Non-communicative[-2];Narrow-Minded[-2],10
Margalit,Flexible[2];Strategic[3];Supportive[2];Easily Distracted[-1];Procrastinator[-3],26
Loria,Supportive[2];Innovative[2];Creative Thinker[2];Rigid[-2];Conflict-Averse[-2],20
Betteanne,Collaborative[2];Strategic[3];Supportive[2];Conflict-Averse[-2];Resistant to Change[-2],34
